Unnamed: 0,content,link to post,Unnamed: 3,time frame,Unnamed: 5,Unnamed: 6,name 1,name 2,title,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,is_within_12_months
urn:li:activity:7092554905164341248,"Who has the best email data? 

One of every one's favorite features in Clay is the ability to waterfall multiple data providers to find one email.

In the past I've done tests with Findymail, Datagma, Apollo.io, Nymblr - Verified B2B Leads & Custom Audiences for Salespeople & Marketers, People Data Labs, Clearout, Icypeas and Hunter.io. We tested 1,694 contacts from random industries with company sizes ranging from self employed to 10k employees. Of course, you should do your own testing for your Ideal Customer Profile segment to make a decision for you. 

The results are in the picture below. What I thought was interesting is some of the huge drop off rates after validation. (Debounce was the validation provider we used for the whole test.)

Findymail and Datagma both have solutions to try to validate catch all domains which is not accounted for here. (I send to both when they say it's valid and we stay under a 2% bounce rate.) 

Clearout also comes with a confidence score that works pretty reliably with their data (email people with over 90% confidence). 

Hunter.io had the best percent valid from found rate but found the least amount of emails. 

I also ran ANOTHER test to find work emails from a list of 2,103 people that had responded to an email campaign. So we know that the inbox is truly real. 

Findymail and Datagma basically tied for first place (they were within 10 emails of each other). 

My biggest takeaway from the test that it's not about picking one data provider or the other. It's about mixing them all.",https://www.linkedin.com/feed/update/urn:li:activity:7092554905164341248,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,,,,,,False
urn:li:activity:7089954520566255617,"I automated the research of 9 data points people use for outbound marketing. The list includes data like... 
 
- Open jobs and what problem they are trying to solve inferred by AI 
- The mission of the company 
- Who are the company's ideal customers 
- Is the company B2B? 
- What is their average pricing? 
- Social Media Follower Counts 
- Competitors 
- Recent Leadership hires 
- Recent News about the company 
 
If you want to see how I did it, leave a comment under this post and I can send it to you!",https://www.linkedin.com/feed/update/urn:li:activity:7089954520566255617,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,1.0,,,,,False
urn:li:activity:7087111542915088384,"I just finished a guide to use AI for Outbound sales that took 25 hours to write. 
 
It includes 
 
- My AI Prompt Framework 
-15+ AI prompt templates from our own campaigns 
- 3 examples on how to personalize every email in a 4 email sequence 
 
If you want to level up your cold email automation/outbound game, this doc is for you.  
 
Comment on this post ""AI"" and I'll send the doc to you!",https://www.linkedin.com/feed/update/urn:li:activity:7087111542915088384,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,4.0,,,,,False
urn:li:activity:7086788761375621120,"Here's 9 data points I see people manually researching that they should really be automating and how to automate it! 

To this day, only one company has ever stumped me for a data request and that was Daria Danilina asking for companies that sell on Google meet which I'm not even sure how you would manually research that! 

Here's some common research categories and how I would automate scraping the data or using AI. 

1. Open Jobs - Jordan Crawford has this data. PredictLeads has this data and Clay just added an integration. This is a very solved problem. 

2. Headcount Growth by Department - Clay has an integration to find people that joined the company by time frame. Harmonic also has this data. 

3. Sub Industry - This one is interesting. No database usually has sales engagement tools as an industry. The way I would tackle this is by making a list of the sub industries that you want to know about and define them to GPT-4. Add a company description to a prompt and ask it if it fits any of the categories. Make sure it only outputs a category if it's 95% sure and it's ok to not include any category if it can't filter it. 

4. What does the company do? Use a GPT-4 prompt with the input being the company description. 

5. Who does the company sell to? Use a GPT-4 prompt with the input being the scraped text from a company website. 

6. Average pricing - Scrape the first result of a google search that is set up like 

site:example(dot)com pricing ""$"" 

This will return the pricing page as the first result. Scrape the contents of the first page and run it through GPT-4 for the average pricing. 

7. Competitors - Scrape the google preview text of the first 5 links when searching 

example(dot)com {{HQ Country}} competitors

Run the preview snippets through AI and prompt it to only mention competitors that are mentioned multiple times. 

8. Leadership changes in the last 12 months. Use Clay to look at the company LinkedIn page and find anyone in the C-Suite that has joined in the last 12 months. 

9. Technologies the company uses. BuiltWith has great data if the company installs the tech on their site. If you are searching for something like Quickbooks, use PredictLeads to find the technology mentioned in their job descriptions. 

If you want to see another post about the most common messages people send manually and how I would scale them, drop a comment on this post!",https://www.linkedin.com/feed/update/urn:li:activity:7086788761375621120,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,,,,,,False
urn:li:activity:7084871542014140416,"Here's a workflow to find a company's social media account, use AI to infer what content they post about, and then send them more ideas. 

I'll be going over workflows like this and more with Reply.io at their Cold Email deep dive this Thursday! Comment if you want to join me. 

The goal of this email is to send something like 

""{{First Name}} -- I saw the company TikTok account posting about Steve Madden's latest fashion trends and celebrities representing the brand. 

Have you considered using UGC creators to create content for you. I had some ideas like {{AI Generated Ideas}}. 

Here's what we need for the workflow to work. 

1. Social media accounts of the brand/company
2. Captions from their past posts.
3. AI Magic

For step 1, we will use ""Scrape Website"" which is an integration inside of Clay. It gets us the social media account of the company and their SEO description which we will use later. 

For step 2, we will actually get this with a Google search. Google has built the best scraper in the world, use it. We will create a search that looks like this site:https://lnkd.in/eZ6vUz33 June 2023. 

Step 3 will use GPT-4 to tie this all together. 

First, we will use the previews of the captions to summarize what the brand's post about. Here's my prompt:

Using the input, summarize what a tiktok account usually posts about and complete my sentence. This is the input: ""Google previews"" Keep the output under 8 words and use keywords from the input. Make sure to summarize the text with what this tiktok account usually posts about. Complete each output with my prefix. This is my prefix: ""I saw your TikTok account and noticed you post about""

Next we will write a prompt to generate the creative ideas based on what they have posted in the past and their SEO description. This is what I used. 

Using the inputs, create 3 video ideas that User generated content creators would be able to build on behalf of the brand. The inputs I'm going to give you include the description of the company and captions of some of their recent posts. This is the description of the company: ""SEO description"" This is some captions of their recent posts: ""Google Previews"" Keep the output to just 3 sentences and output creative ideas for the brand to imagine what creators can post on their behalf.


The output for Bodybuilding(dot)com looks like this -- ""Content creators could share their personal fitness journey by demonstrating how the exercise programs, supplements and diets offered by the brand have positively impacted their health. There might also be a series of fun and engaging 'Beat the summer heat' workout challenges using bodybuilding.com products. Lastly, content creators can post humorous fitness instructional videos featuring bodybuilding.com workouts, playing off the ""Looking for a funny personal trainer!"" post.

Let me know if you enjoyed this and I can keep making more workflow ideas for people.",https://www.linkedin.com/feed/update/urn:li:activity:7084871542014140416,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,2.0,,,,,False
urn:li:activity:7084184336538718208,"Showing a prospect in an email how you can help them is way better than telling them. Here is one way we are doing it. 

The goal of the email is to show them that we know who their potential customers are and help them find them. 

This is the email I want to fulfill on. 
___________________
{{first_name}} I was taking a look at your website and figured your sell to people like Founders, VPs of Sales, and Directors of Sales Development. It looks like you help them keep their Salesforce updated with real time call notes. 

If you are trying to reach out to these prospects with cold emails like this, are you doing this automatically or still using Sales Nav manually?

We help people build their lead lists automatically and I figured that this LinkedIn profile (linkedin(dot)com/in/example) would be a good prospect for you. Here's their email and direct company phone.

This whole email was generated with AI and automation, if one lead isn't enough, could I show you how we do it?
____________________

My goal here is to show people how we can automatically pull in so much information about their company AND give them a lead that would be a good fit. 

In order to achieve this we need: 
1: A generation of who they sell to
2. A generation of what they help people do
3. A lead that would be good for them. 

If you have been following me for a bit, 1 and 2 is super easy to do by scraping the content of their website and using a GPT Prompt. 
Something like - ""Using the input, tell me the job titles or types of people this company sells to. This is the input: ""company description"". Only return a list of titles or people. An example of an output that is formatted correctly is this ""CEO, VP of Sales, and Director of Sales"". Only output job titles, do not output anything other than the job titles.""

The challenge here lies in getting a lead for the company. Buckle up

1: We have to determine the company's ideal customer profile and companies that fit that. We can use AI to get this done.
2. We take that report and we can do 1 of 3 things. We can either Ask AI to give us a company that fits this criteria (my preference). We can Google for a company. Or we can use Jordan Crawford's job data. In this flow I asked AI. 
3. Now we have 2 things we really need. The title of the person that we are reaching out to and a name of a company that would be a good fit for their product or service. We can create a google search to find the LinkedIn profile of a person. 

So an example Google Search could be ""linkedin.com/in/ GTM Manager Brex"" and our friend Stockton Huskinson would be the LinkedIn profile we'd be sending in the email. 

We can use data and AI to show potential prospects that we know them and it doesn't have to be manually researched every time. 

This can all be done with some elbow grease and Clay. Jordan Crawford inspired the idea and actually his workflow is more intense.",https://www.linkedin.com/feed/update/urn:li:activity:7084184336538718208,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,4.0,,,,,False
urn:li:activity:7082751308373352448,I think someone forgot the AI part. How can you sell AI personalized emails but not AI personalize your email?,https://www.linkedin.com/feed/update/urn:li:activity:7082751308373352448,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,,9.0,,,,False
urn:li:activity:7082510094801723392,"I spent all of July 3rd working on a workflow that could scrape a company website and write outbound copywriting for you. I'm looking for some people to test it. 

I don't want to overload the system so if you comment on this post that you want to try it, I will start slowing sending out the form. 

If I don't send it to you, it's on the way!",https://www.linkedin.com/feed/update/urn:li:activity:7082510094801723392,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,,,,,,False
urn:li:ugcPost:7080598290752237568,"Here's a workflow I built that analyzes companies for 7 different triggers and why we should reach out to them. 

This automates a methodology called ""Why You, Why Now"" I learned from John Barrows. 

I will go over the triggers and you can see the process in the video below!

Trigger 1

New Customer support Team lead and past company support tech

Example of first line: ""Hey Suchita, noticed you recently were promoted to Principal Customer Success Manager in March. Before working at 6sense, I saw you worked at Yext. Noticed both companies are using Zendesk and Drift right now. How's your experience with them?""

Trigger 2 

Customer support team growth by percentage and looking for those that are in a qualifying range.

Example of first line: I noticed that 6sense added 20 customer support people in the last 3 months. Are your current processes still working with the team growth?

Trigger 3

New Product Launch and leverage AI to discuss what support questions might come up with it.

Example of first line: I figured customers might reach out for support around things like utilizing the new AI Writer tool in their sales process.

Trigger 4 

No Support tech on site. We can even compare this to how many employees the company has and how long they have been in business. 

Example of first line (not for 6sense): Noticed you aren't using any support tech on the site. I'd imagine that since the business was founded in 2014 and you just broke 100 employees that your old processes might not be working any more. 

Trigger 5 

Using competitive support tech on site and have different things to say depending on which competitor they are using. 

Example of first line: Noticed you're using Zoho Support, have you found their multichannel inbox to be useful in support or are things falling through the cracks?

Trigger 6

Hiring for Customer Support and use AI to deduct tasks that are mentioned in the job description that your tool could optimize or replace!

Example of first line: Noticed you're hiring for as Customer Support Associate. Took a look at the job description and it looked like they will need to respond to emails with appropriate answers to customers. Are you thinking about how AI can be leveraged to speed up this process?

Trigger 7 

They have a generic support email and either no support tech on site OR they have support tech on site (which lets us know that they need to have everything in one place).

Example of first line: Noticed on the site you weren't using a support software but I found support@domain.com is up there. Are you finding that you can answer all of your support questions without dropping things with just an inbox?

In a follow up email, we could say something like below to keep the personalization going. 

""I figured customers might reach out for support around things like leveraging 6sense's AI for creating and converting high-quality pipelines.""

As always, let me know what you think!",https://www.linkedin.com/feed/update/urn:li:ugcPost:7080598290752237568,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,,,,,,False
urn:li:ugcPost:7077705951385935872,"Here's how we created a fully automated 5.1% positive response rate campaign for Clay with Clay. All a human has to do is hit play.

I'll share the copywriting and then a play by play in the video attached of how we got it done. 

Email 1

subject: Outbound edge

{{First Name}}  I was on your site and it looks like you sell to {{job titles}} titles. It looked like you are helping {{AI Generation}}.

I had to assume you are using outbound tactics considering {{Full Name of SDR}} is an {{SDR/BDR}} on the team. 

Are you thinking about how they could be leveraging better data and GPT-4 to do their prospecting?

The reason I ask is because we are helping companies like Rippling and Ramp with our tool that collects the data and writes the messaging for them. 

Would this be worth a chat to build a custom outbound table for you?

Email 2

{{First Name}}  as youre helping people {{Ai generation}}, Id imagine you are using outbound marketing tactics like the following. 

{{Creative Ideas}} 

Have you cracked how to do this persona targeting and data enrichment automatically or is your team still using tools like Sales Nav to do manual research?

If so, would it be worth taking some time to show you how we can automate persona and account research for your outbound team?


Email 3 

Subject: show and tell

{{First Name}}  I sent an email a while back with the subject Outbound edge that probably didnt do a good enough job showing you how we could help your outbound team. 

Our tool combines over 40 databases into one spreadsheet so that your team can see all of the data in front of them instead of manually researching accounts. 

For example at your company

It looks like your sales team has seen a {{percent change}}% change in the past 3 months. 
Your LinkedIn Company account has gained {{number of Followers}} in the past 3 months. 
The company looks like it has {{Number of sales people}} people with Sales in their title based in the United States today. 

Besides cute things like this, we also monitor for recent news, open job positions, tech on site and mentioned in job descriptions and a lot more. 

On a call, we can build a custom workflow for your team to automate their outbound research. Wanna make it happen?

Email 4

{{First Name}}  Perhaps this is not your area of focus. Should I potentially reach out to {{Other sales/marketing person in the company thats NOT them}} given their role as a {{Job title cleaned with AI}}.
____
Overall, everything was done with data gathered from LinkedIn and AI. No other crazy databases were needed to make this happen. 

This campaign also disqualifies far more people than it puts in. For instance, if we don't detect a BDR/SDR, the workflow ends and we don't reach out to the person. I only wanted this campaign to go out to people that would qualify for every data point. If they don't, I'd find something else to reach out to them with. 

Check out the video below on how I put it all together. #outbound",https://www.linkedin.com/feed/update/urn:li:ugcPost:7077705951385935872,,2 years ago,outboundphd,ACoAABY8znUBoq8OpBYts8DPbLPuOXY0fThy2NY,Eric,Nowoslawski,Founder Growth Engine X | Clay Enterprise Partner,https://media.licdn.com/dms/image/v2/C4D03AQF0zwNeNIm1yA/profile-displayphoto-shrink_800_800/profile-displayphoto-shrink_800_800/0/1627946879578?e=1754524800&v=beta&t=40M-TlEx3lta297kWxry1Sy4gwRFF0gCBjeW2mzdJpw,2.0,,,,,False
